age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,emi_eligibility,max_monthly_emi
38,Male,Married,High School,26300,Government,4,Large Indian,Own,0,5,0,0,3100,4600,2800,No,0,738,146900,58600,Education,98000,40,Eligible,8690
38,Male,Married,High School,36900,Private,6,Mid-size,Own,0,4,7000,0,4700,8700,2000,Yes,10400,698,101800,23600,Vehicle,294000,37,Not_Eligible,1435
58,Female,Married,Graduate,48100,Government,16,Mid-size,Own,0,3,0,0,5800,7900,8500,No,0,850,157700,37800,E-commerce Shopping,63000,14,Eligible,17094
48,Female,Married,Graduate,35300,Government,0,Small,Own,0,4,11800,0,2300,10000,2200,No,0,744,267900,133800,Education,355000,15,Not_Eligible,4950
48,Male,Married,Graduate,92500,Private,23,MNC,Own,0,2,13100,12800,7200,17000,17300,No,0,710,222300,112400,Personal Loan,323000,59,Eligible,12550
32,Female,Married,Graduate,33700,Private,9,MNC,Rented,7200,2,0,14400,2800,8100,6200,No,0,628,216100,110400,E-commerce Shopping,168000,24,Not_Eligible,500
32,Male,Married,Graduate,81300,Private,2,MNC,Rented,20700,4,11700,0,9200,15800,15500,Yes,13900,607,439900,131800,E-commerce Shopping,116000,19,Not_Eligible,500
32,Female,Married,Graduate,81800,Private,6,Mid-size,Own,0,3,0,0,4100,16400,16000,No,0,763,212500,124000,Vehicle,401000,79,Eligible,27180
38,Female,Single,Graduate,66800,Private,1,Startup,Own,0,2,9200,7800,8100,17400,7400,Yes,11700,668,36700,14600,Education,105000,13,Not_Eligible,1456
38,Male,Married,Graduate,62100,Self-employed,1,Startup,Rented,18200,3,0,16400,3200,17000,9600,No,0,687,262700,132400,Personal Loan,536000,60,Not_Eligible,500
48,Male,Married,Graduate,53300,Private,4,Mid-size,Own,0,4,14300,0,2700,10100,9700,No,0,600,395000,132800,Education,321000,6,Not_Eligible,7260
38,Female,Married,Professional,84500,Private,5,Large Indian,Rented,20200,3,6100,15600,10000,14000,4800,No,0,778,524900,204700,E-commerce Shopping,125000,8,Not_Eligible,9108
58,Female,Married,Graduate,98700,Private,8,Mid-size,Own,0,4,0,0,12300,21600,11800,No,0,807,170200,34900,Home Appliances,99000,22,Eligible,25440
48,Female,Married,Graduate,47800,Government,1,Large Indian,Own,0,3,5100,0,3000,7900,5900,No,0,850,113800,31900,Personal Loan,564000,52,Not_Eligible,15540
27,Female,Married,Post Graduate,53000,Government,1,MNC,Own,0,3,0,0,5300,12400,2900,No,0,720,212700,65000,Personal Loan,909000,28,Not_Eligible,16200
48,Male,Married,Graduate,53000,Private,2,Mid-size,Own,0,3,0,0,5100,9400,8400,Yes,5900,725,37100,14400,Personal Loan,188000,27,Not_Eligible,6776
32,Male,Married,Post Graduate,74400,Private,10,MNC,Own,0,2,5300,0,3800,12000,4000,Yes,16700,688,384600,228800,Personal Loan,76000,25,Eligible,11410
38,Male,Married,Graduate,33800,Private,13,Large Indian,Rented,7900,5,14900,0,3500,8600,5200,No,0,793,201200,55400,Home Appliances,150000,11,Not_Eligible,500
38,Male,Single,Graduate,65600,Private,0,MNC,Own,0,1,0,0,4600,12400,12200,No,0,729,215200,44100,Personal Loan,520000,53,Eligible,14560
48,Female,Married,Graduate,20200,Private,0,Large Indian,Own,0,2,0,0,2500,4700,3100,Yes,3600,646,125600,40300,Education,53000,46,Eligible,1552
32,Female,Single,Graduate,31100,Private,0,MNC,Own,0,2,2200,0,2900,7600,5600,No,0,718,165100,58200,Home Appliances,38000,13,Eligible,5120
32,Female,Married,High School,28700,Private,0,Large Indian,Rented,5800,3,0,19900,2500,5100,2300,Yes,7800,629,190300,49300,Education,255000,20,Not_Eligible,500
38,Female,Married,Graduate,49000,Private,1,MNC,Rented,16900,4,0,0,4200,13000,2500,No,0,728,305900,61900,Home Appliances,234000,13,Not_Eligible,6820
38,Male,Single,Professional,66900,Private,4,MNC,Own,0,3,4400,0,5700,17900,7600,No,0,659,266700,91200,Home Appliances,59000,19,Eligible,15650
38,Male,Married,Graduate,56400,Self-employed,5,Small,Own,0,3,0,0,5900,11400,9000,No,0,634,131400,28200,Vehicle,365000,32,Not_Eligible,10836
32,Male,Single,Graduate,73800,Government,0,Large Indian,Own,0,3,5900,0,6400,18100,7300,No,0,724,89400,50000,E-commerce Shopping,193000,16,Eligible,14440
27,Female,Single,Graduate,47300,Private,1,Large Indian,Own,0,2,5300,17700,6600,12800,4300,Yes,5700,705,217500,89700,Education,92000,28,Not_Eligible,500
58,Male,Married,Post Graduate,28800,Private,19,Startup,Rented,6400,3,14500,21900,1900,8400,4000,Yes,6900,610,215800,68800,E-commerce Shopping,56000,20,Not_Eligible,500
32,Male,Married,Graduate,28400,Private,1,Mid-size,Own,0,3,11800,17300,1900,4400,1800,Yes,2900,718,30500,12400,Education,97000,24,Not_Eligible,500
38,Female,Married,High School,38600,Self-employed,1,Mid-size,Own,0,4,5200,0,3200,10900,2300,No,0,597,284000,122800,Education,162000,12,Not_Eligible,6732
32,Male,Single,Post Graduate,39400,Private,0,Small,Own,0,2,2400,0,2000,8700,7400,Yes,10000,622,177400,101500,E-commerce Shopping,77000,23,Not_Eligible,1993
32,Male,Married,Graduate,54400,Self-employed,6,MNC,Own,0,4,0,0,7500,14600,9000,Yes,8000,760,230100,80500,E-commerce Shopping,115000,24,Eligible,5783
58,Male,Married,Post Graduate,29700,Government,17,Large Indian,Own,0,2,0,0,4000,8700,5000,Yes,7500,715,142700,72700,Personal Loan,319000,60,Not_Eligible,1732
48,Female,Married,Graduate,33400,Private,17,Large Indian,Own,0,3,12100,0,3300,8600,4700,No,0,747,185100,94300,E-commerce Shopping,150000,18,Not_Eligible,2350
38,Female,Single,Post Graduate,31700,Private,9,Startup,Rented,5900,3,11700,0,4600,5600,1700,Yes,7600,729,61400,31700,Education,239000,47,Not_Eligible,500
32,Female,Single,Professional,67200,Private,2,Startup,Own,0,3,0,22200,5300,16400,11800,No,0,622,272900,99200,Home Appliances,75000,20,Eligible,4600
32,Female,Married,Professional,97900,Private,1,MNC,Own,0,4,5800,0,5100,22300,12700,No,0,707,160200,72700,Education,402000,24,Eligible,20800
38,Male,Married,Professional,64900,Private,1,Large Indian,Own,0,4,0,11600,9200,11000,10100,No,0,688,478400,163200,Personal Loan,59000,45,Eligible,12650
32,Male,Married,High School,57600,Private,0,Large Indian,Own,0,4,10700,7900,3100,8900,10800,Yes,11400,588,138700,70900,Vehicle,856000,43,Not_Eligible,1075
48,Female,Married,Graduate,56200,Private,12,MNC,Own,0,4,7800,0,3100,14500,9900,No,0,677,35900,10900,Education,239000,30,Not_Eligible,8360
48,Male,Married,Graduate,27500,Government,3,MNC,Own,0,3,11400,0,2700,6500,4100,Yes,3600,850,25200,14300,E-commerce Shopping,113000,13,Not_Eligible,500
32,Male,Single,Post Graduate,73700,Private,4,Mid-size,Own,0,1,0,0,9500,11100,4500,No,0,779,470000,189900,Home Appliances,232000,29,Eligible,32076
38,Male,Married,Graduate,70900,Private,2,Mid-size,Own,0,3,3500,0,4900,12700,10500,No,0,1200,277300,71200,E-commerce Shopping,68000,16,Eligible,23580
48,Male,Married,Graduate,42200,Private,7,Startup,Rented,14400,3,10900,0,5100,8900,3600,No,0,668,210100,124500,Home Appliances,235000,19,Not_Eligible,500
32,Male,Single,Graduate,44900,Private,4,Large Indian,Rented,10800,1,0,0,6000,8000,5000,No,0,659,119300,63200,Education,264000,8,Not_Eligible,7550
32,Male,Married,Post Graduate,77300,Private,4,Large Indian,Own,0,3,0,11800,7500,17200,4800,No,0,730,431000,148300,Education,178000,39,Eligible,18000
32,Female,Single,Graduate,55500,Self-employed,1,Mid-size,Own,0,1,0,0,8100,9700,6200,No,0,628,168200,98200,Personal Loan,774000,27,Not_Eligible,11340
38,Male,Married,Post Graduate,66600,Private,0,MNC,Rented,14100,2,0,0,3800,10100,6900,Yes,10200,696,441200,91700,E-commerce Shopping,68000,14,Eligible,6622
38,Male,Single,High School,29500,Government,2,Mid-size,Rented,7200,2,0,0,3800,6900,3700,No,0,791,216400,61100,Home Appliances,128000,14,Not_Eligible,5214
38,Female,Married,Graduate,70300,Private,16,Mid-size,Own,0,3,13800,16900,6200,12200,5700,Yes,14800,668,467800,174000,Education,465000,14,Not_Eligible,500
38,Male,Married,High School,39500,Private,0,Startup,Own,0,5,0,0,2600,9000,3300,No,0,713,225500,57700,Education,344000,41,Not_Eligible,9840
32,Female,Single,Graduate,38100,Private,0,Mid-size,Own,0,2,4400,0,3500,11300,6700,Yes,6700,609,127300,26700,Personal Loan,74000,16,Not_Eligible,1232
48,Male,Married,Post Graduate,99700,Private,0,Mid-size,Rented,17400,2,0,8900,10800,26100,17500,No,0,720,324000,173700,Personal Loan,590000,17,Not_Eligible,7600
32,Female,Single,Post Graduate,19500,Government,6,Startup,Rented,5900,1,0,0,1800,5000,3900,No,0,811,120400,45400,E-commerce Shopping,67000,4,Not_Eligible,2105
48,Female,Married,Graduate,45600,Private,22,Large Indian,Own,0,4,4900,0,2500,12800,5400,No,0,705,329700,106000,Personal Loan,721000,33,Not_Eligible,11000
38,Male,Married,Graduate,42300,Private,11,Large Indian,Own,0,2,12600,0,3100,12000,4700,No,0,647,325500,78300,Vehicle,115000,71,Eligible,4356
32,Male,Married,Graduate,54100,Private,2,Startup,Own,0,3,13200,0,7800,14100,3000,No,0,686,328200,103000,E-commerce Shopping,29000,4,Eligible,8800
58,Female,Single,High School,13800,Private,3,Large Indian,Rented,2500,1,0,0,1100,3500,1000,No,0,693,55000,17500,Education,338000,41,Not_Eligible,2850
38,Male,Married,Post Graduate,57400,Private,0,Large Indian,Own,0,3,6600,17100,5900,10000,4800,No,0,738,94000,52000,Home Appliances,197000,14,Not_Eligible,4160
38,Male,Married,Post Graduate,46100,Government,8,Large Indian,Own,0,2,5900,0,4000,13400,5500,No,0,764,192400,70900,Vehicle,565000,37,Not_Eligible,11418
32,Female,Married,Professional,36100,Private,0,Mid-size,Own,11071,4,3700,0,4700,7400,3800,Yes,10600,596,68300,41000,Education,139000,40,Not_Eligible,1057
58,Female,Married,High School,92500,Private,14,Startup,Own,0,4,12500,18100,7000,17200,16300,No,0,723,429200,147900,Personal Loan,713000,24,Not_Eligible,10700
27,Female,Single,Professional,64600,Private,5,Large Indian,Own,0,2,12800,0,4900,19200,11800,No,0,833,408200,154800,E-commerce Shopping,40000,5,Eligible,10494
48,Male,Married,Post Graduate,41800,Private,26,MNC,Own,0,3,0,9900,5500,9700,7400,No,0,704,63200,27200,E-commerce Shopping,135000,14,Not_Eligible,3720
38,Male,Married,High School,47400,Private,0,MNC,Own,0,4,0,0,2800,10000,2700,No,0,701,320900,70600,Home Appliances,127000,25,Eligible,14036
32,Female,Single,Graduate,41573,Private,10,Large Indian,Rented,12600,1,0,0,5800,11200,7000,No,0,672,108900,27800,Personal Loan,815000,22,Not_Eligible,2800
48,Male,Married,Graduate,26900,Private,2,Mid-size,Own,0,3,0,0,3600,6700,4000,No,0,734,204400,97600,Vehicle,94000,44,Eligible,6930
48,Female,Married,Graduate,28600,Government,16,Large Indian,Own,0,3,8800,0,4200,5000,4300,Yes,7500,648,228800,82700,Education,311000,25,Not_Eligible,500
48,Male,Married,Professional,27200,Government,26,Mid-size,Rented,6600,5,5900,0,2100,5300,4300,No,0,675,40600,22800,E-commerce Shopping,97000,23,Not_Eligible,1320
27,Male,Single,Graduate,33400,Private,0,Large Indian,Own,0,3,7300,0,2500,6300,4200,Yes,6100,740,148900,70400,Education,82000,27,Not_Eligible,1960
32,Female,Married,Graduate,85900,Private,4,Large Indian,Own,0,3,0,10100,10800,18700,4600,No,0,678,500000,209000,E-commerce Shopping,61000,19,Eligible,20850
32,Female,Married,Post Graduate,72800,Private,2,Startup,Own,0,2,9700,0,9400,15900,9500,No,0,671,319800,87200,E-commerce Shopping,38000,22,Eligible,14150
32,Male,Married,Graduate,64600,Self-employed,0,MNC,Own,0,3,4400,0,7400,12000,8600,Yes,7500,671,514700,156500,Vehicle,158000,26,Eligible,8558
38,Male,Married,Graduate,35600,Government,3,Mid-size,Rented,10200,2,12600,5500,4700,8700,6700,No,0,691,249700,137200,E-commerce Shopping,32000,23,Not_Eligible,500
38,Male,Married,High School,30800,Private,8,MNC,Rented,9400,3,4400,7900,1700,6400,1800,No,0,754,174800,60600,Vehicle,898000,50,Not_Eligible,500
48,Male,Married,Post Graduate,46000,Private,2,Startup,Rented,14700,4,0,0,3600,7200,4000,No,0,763,281200,101500,Education,158000,30,Eligible,10890
27,Female,Single,Graduate,52700,Private,2,Small,Own,0,2,0,0,6200,15000,7900,Yes,6300,625,223800,128800,Personal Loan,844000,36,Not_Eligible,4844
38,Female,Married,Post Graduate,107800,Private,1,Startup,Rented,22900,4,0,0,7000,22800,10200,No,0,676,369700,203000,Home Appliances,285000,33,Eligible,22450
27,Male,Single,Graduate,81200,Government,0,Mid-size,Own,0,2,0,16300,8700,20900,12300,No,0,765,225000,92200,E-commerce Shopping,127000,16,Eligible,13800
32,Male,Married,Graduate,49900,Private,7,Large Indian,Rented,9600,4,0,0,3500,9700,4600,No,0,557,100600,48500,E-commerce Shopping,108000,23,Eligible,9000
32,Female,Married,Graduate,33400,Private,5,Startup,Rented,6400,3,0,0,1700,7600,5600,Yes,7300,702,71700,32800,Home Appliances,68000,18,Not_Eligible,1680
32,Male,Married,Graduate,58900,Government,2,Large Indian,Own,0,4,0,0,5600,9400,4000,No,0,747,166800,57600,Education,194000,24,Eligible,19950
32,Female,Single,Graduate,26900,Private,2,MNC,Own,0,2,0,0,1900,4200,3600,No,0,758,199200,44900,Vehicle,927000,56,Not_Eligible,11352
38,Male,Married,Professional,52800,Private,0,Large Indian,Rented,13600,2,13700,0,2900,14000,9600,No,0,716,268400,99700,E-commerce Shopping,111000,9,Not_Eligible,500
48,Male,Married,High School,46400,Self-employed,1,MNC,Rented,14700,4,5600,0,5700,12500,6800,No,0,715,0,103800,Personal Loan,956000,55,Not_Eligible,500
48,Male,Married,Graduate,67100,Private,14,Mid-size,Own,0,4,0,0,9200,13600,4900,No,0,791,136600,45500,Home Appliances,180000,8,Eligible,23640
38,Male,Married,Post Graduate,35900,Private,0,MNC,Own,0,4,14000,0,1900,8500,5800,Yes,9200,556,164700,56600,Education,245000,26,Not_Eligible,500
38,Female,Married,High School,49300,Private,0,Large Indian,Own,0,2,14100,0,3000,10700,5200,No,0,686,328600,100600,Home Appliances,87000,27,Eligible,7172
58,Male,Married,Graduate,91300,Private,36,Startup,Own,0,3,0,16600,6900,24000,6300,No,0,699,422000,201700,E-commerce Shopping,166000,18,Eligible,18750
48,Male,Married,Graduate,46000,Government,1,Large Indian,Own,0,4,0,0,2400,10800,5700,No,0,642,95900,57100,Education,125000,12,Not_Eligible,10840
48,Male,Married,Post Graduate,45600,Government,7,Large Indian,Own,0,3,12600,10300,6200,9000,2600,No,0,732,46500,27700,E-commerce Shopping,146000,17,Not_Eligible,2156
27,Female,Single,Graduate,51200,Private,1,MNC,Own,0,1,0,0,2600,12700,7500,No,0,762,249100,50300,Vehicle,210000,76,Eligible,17040
48,Female,Married,Graduate,40400,Private,5,Large Indian,Rented,13200,2,8400,0,4600,10300,7700,Yes,8400,770,201000,47900,Home Appliances,60000,35,Not_Eligible,500
32,Male,Married,Graduate,79500,Private,1,Mid-size,Own,0,3,0,0,5400,18400,5600,No,0,625,609800,152900,Personal Loan,333000,51,Eligible,22044
48,Male,Married,Post Graduate,76000,Private,14,Startup,Rented,16500,3,5400,9900,9200,13500,10300,No,0,798,228600,103400,Personal Loan,606000,32,Not_Eligible,6720
48,Female,Married,Graduate,70200,Private,6,Startup,Own,0,2,0,0,6200,20300,9400,No,0,739,378400,111100,Personal Loan,172000,40,Eligible,17150
58,Female,Married,Graduate,68500,Private,3,Large Indian,Rented,22300,3,0,0,6700,16200,4200,No,0,746,280400,136500,Personal Loan,359000,56,Eligible,9550
27,Male,Married,Post Graduate,84400,Private,3,Startup,Rented,16900,4,0,0,6700,18100,6400,No,0,695,253600,95900,Home Appliances,255000,28,Eligible,18150
58,Male,Single,Graduate,39800,Private,11,Large Indian,Own,0,2,0,8100,3900,9700,3900,No,0,651,185600,94600,Home Appliances,148000,16,Not_Eligible,7100
48,Female,Married,Professional,69100,Private,3,Mid-size,Own,0,2,0,18800,6500,14600,6300,No,0,637,127700,36500,Personal Loan,343000,20,Not_Eligible,7328
27,Female,Single,Post Graduate,60400,Private,3,Mid-size,Own,0,3,2500,0,5900,13200,4700,No,0,708,47800,17000,Vehicle,206000,34,Eligible,13640
48,Male,Married,Graduate,16100,Private,10,Mid-size,Rented,3000,4,0,0,1900,3700,3000,No,0,727,24100,5100,Home Appliances,34000,14,Not_Eligible,1800
27,Female,Married,Graduate,54700,Self-employed,2,Startup,Own,0,5,3400,0,4900,14900,6900,No,0,672,111600,40200,Home Appliances,43000,27,Eligible,11070
38,Male,Married,Professional,55200,Private,3,MNC,Own,0,4,3200,0,5600,10900,9100,No,0,711,99000,31400,Personal Loan,56000,42,Eligible,10560
58,Male,Married,Graduate,42500,Private,10,MNC,Own,0,3,14700,0,2300,12300,5100,Yes,6600,662,256400,81200,E-commerce Shopping,189000,10,Not_Eligible,577
32,Male,Married,Graduate,73100,Government,5,Mid-size,Rented,16500,3,0,0,7800,11500,10000,No,0,724,123000,70700,Education,471000,21,Not_Eligible,12012
48,Female,Married,Graduate,42400,Private,13,MNC,Own,13710,2,8700,0,2500,7100,2300,Yes,4600,675,93600,21700,E-commerce Shopping,26000,19,Eligible,6020
38,Male,Married,Post Graduate,42600,Self-employed,0,Startup,Rented,11600,4,0,0,3000,12000,8400,No,0,647,119100,40500,Education,207000,46,Not_Eligible,2736
48,Male,Married,Graduate,84200,Government,25,Mid-size,Own,0,3,4700,0,5600,14600,9400,No,0,811,238900,54000,Education,494000,32,Eligible,32934
27,Male,Married,Graduate,32700,Private,1,MNC,Own,0,2,0,0,4400,5300,5600,Yes,4000,609,69500,26000,Education,272000,26,Not_Eligible,3752
27,Female,Single,Graduate,51000,Government,3,Mid-size,Own,0,2,4100,0,6300,9800,5400,Yes,11600,643,390800,152700,Education,79000,37,Eligible,4675
32,Male,Married,Graduate,50600,Private,10,MNC,Own,0,5,0,0,3700,14500,7400,No,0,684,217100,104200,E-commerce Shopping,143000,19,Eligible,12500
48,Male,Married,High School,50400,Private,3,Mid-size,Rented,16400,4,0,0,2800,11600,6100,No,0,688,272800,136600,E-commerce Shopping,113000,20,Eligible,6750
48,Female,Married,Graduate,28300,Self-employed,18,Mid-size,Rented,8000,3,2700,0,3100,4200,5600,No,0,802,143400,36900,Vehicle,951000,84,Not_Eligible,2538
32,Male,Married,Graduate,18600,Private,1,MNC,Own,0,2,8200,0,2000,3600,1300,No,0,687,122900,36800,Personal Loan,627000,60,Not_Eligible,1925
58,Female,Married,Post Graduate,27700,Private,2,Startup,Rented,6900,2,11200,0,2600,4200,3500,No,0,778,18100,8800,Education,491000,33,Not_Eligible,500
48,Male,Single,Post Graduate,74900,Government,0,MNC,Rented,23100,2,0,0,5200,16200,5000,No,0,663,519500,146200,Vehicle,369000,64,Eligible,13970
32,Male,Married,Professional,61800,Government,1,Small,Rented,14000,3,13800,0,6000,12100,11300,No,0,850,476000,220300,Home Appliances,53000,24,Eligible,3036
48,Female,Married,Professional,55800,Private,5,MNC,Own,0,3,9600,0,4900,14900,8200,No,0,729,154400,81900,Education,57000,32,Eligible,9100
38,Female,Married,Post Graduate,71000,Government,5,Large Indian,Rented,18500,4,3100,0,5800,15300,11900,No,0,738,43800,9400,E-commerce Shopping,53000,21,Eligible,7216
58,Male,Married,High School,82500,Private,4,Mid-size,Rented,16300,3,0,0,5100,13600,9000,No,0,667,396900,172500,Education,147000,42,Eligible,19250
58,Male,Married,Graduate,78100,Private,10,Startup,Own,0,3,0,0,10900,13000,14700,No,0,725,427400,155700,E-commerce Shopping,179000,18,Eligible,19750
32,Male,Married,Post Graduate,55300,Private,10,MNC,Rented,17600,2,7600,0,6800,8400,3100,No,0,663,95200,20000,Vehicle,936000,40,Not_Eligible,4720
48,Male,Married,Post Graduate,32700,Government,9,MNC,Own,0,3,14300,0,1800,8300,1800,Yes,7200,703,189500,43400,E-commerce Shopping,148000,11,Not_Eligible,500
38,Male,Married,Graduate,89100,Private,1,MNC,Rented,16400,4,13800,0,6500,19600,8500,No,0,780,322400,165900,Personal Loan,89000,18,Eligible,14580
58,Male,Married,Post Graduate,52700,Self-employed,0,Mid-size,Rented,15700,4,0,0,5600,11400,2900,Yes,7000,768,177500,59600,Education,361000,19,Not_Eligible,3817
38,Male,Married,Graduate,74000,Private,6,Startup,Own,0,2,9200,7700,9900,15200,13900,No,0,767,190900,99100,Home Appliances,154000,21,Eligible,10860
48,Male,Single,Professional,74100,Government,6,MNC,Rented,14700,3,12800,0,9000,12200,10600,No,0,716,359700,205600,Home Appliances,103000,27,Eligible,8140
38,Male,Single,High School,31600,Private,1,Small,Own,0,3,3700,24100,3200,8300,5800,Yes,7500,638,220200,85600,Home Appliances,273000,27,Not_Eligible,500
38,Female,Married,Professional,32800,Private,4,Startup,Own,8928,2,12000,0,2900,8200,6400,No,0,763,66700,30500,Education,70000,23,Not_Eligible,1980
38,Male,Married,High School,49300,Private,5,Mid-size,Rented,16700,3,0,0,3700,7600,5400,No,0,663,276300,110000,Education,102000,42,Eligible,7950
38,Male,Married,Professional,27000,Government,6,Startup,Own,0,2,0,0,2700,5200,3300,No,0,715,153100,73600,Education,164000,17,Not_Eligible,8690
38,Female,Married,High School,65300,Private,4,Large Indian,Own,0,5,6800,24100,3300,19400,10700,No,0,719,159000,64200,Home Appliances,177000,18,Not_Eligible,500
27,Male,Single,Graduate,29400,Government,5,MNC,Own,0,2,9600,6200,2600,7500,5500,No,0,825,148900,62700,E-commerce Shopping,165000,19,Not_Eligible,500
32,Female,Married,Graduate,83000,Government,0,Startup,Own,0,4,6400,0,10600,17000,9000,Yes,18700,757,302000,79100,Personal Loan,833000,35,Not_Eligible,8946
38,Female,Married,Graduate,54500,Private,2,Large Indian,Rented,10900,3,4000,0,6500,10700,9500,No,0,523,155500,78100,Personal Loan,466000,18,Not_Eligible,3225
38,Male,Married,Graduate,63800,Government,1,MNC,Own,0,4,4800,11900,7800,13100,11000,Yes,8700,730,351200,190700,Education,205000,41,Not_Eligible,2275
32,Male,Single,Graduate,41200,Government,5,Mid-size,Own,0,2,0,0,3500,10500,3900,Yes,6400,778,309600,165100,Vehicle,235000,65,Eligible,8588
58,Female,Married,Graduate,60400,Private,5,Mid-size,Own,0,4,14800,0,7600,13800,5500,No,0,755,253100,70900,E-commerce Shopping,163000,23,Eligible,11220
32,Male,Married,Graduate,18100,Private,0,Startup,Own,0,5,14600,0,1900,3200,2800,No,0,660,144400,60300,Education,225000,7,Not_Eligible,500
32,Male,Married,Post Graduate,41700,Self-employed,7,Large Indian,Own,0,3,0,0,3300,8600,4300,No,0,715,153300,63200,E-commerce Shopping,49000,20,Eligible,11475
48,Male,Married,Professional,64000,Private,1,Mid-size,Rented,12200,2,0,10300,8300,11600,10600,No,0,802,366400,156800,Education,207000,41,Eligible,6600
32,Female,Married,Graduate,46600,Private,3,Mid-size,Own,0,3,0,0,2700,9500,5400,No,0,664,202000,49200,E-commerce Shopping,110000,16,Eligible,14500
58,Male,Married,Post Graduate,115800,Self-employed,18,Large Indian,Own,0,3,8500,0,7400,20800,17200,No,0,771,100600,32400,Personal Loan,623000,58,Eligible,26740
58,Male,Married,Graduate,67500,Private,0,Large Indian,Own,0,4,0,10900,3400,17100,9200,No,0,773,175900,69800,E-commerce Shopping,67000,19,Eligible,12912
27,Male,Single,Graduate,42000,Self-employed,0,Large Indian,Rented,6900,1,0,0,6000,6800,4100,No,0,676,62900,34500,Personal Loan,682000,27,Not_Eligible,6552
32,Male,Married,Graduate,56000,Private,8,Mid-size,Rented,14000,3,0,0,2900,15300,4700,No,0,727,270300,152200,Education,305000,48,Eligible,9550
38,Female,Married,Post Graduate,19500,Government,1,Large Indian,Own,0,4,0,0,2000,3600,1300,No,0,759,133900,55100,Vehicle,920000,61,Not_Eligible,8316
58,Female,Married,High School,72100,Private,31,Large Indian,Rented,14600,5,0,7000,6900,13600,7400,No,0,700,356500,86300,Home Appliances,105000,12,Eligible,11300
32,Male,Married,High School,39200,Private,0,MNC,Own,0,3,6500,0,2500,6500,3500,Yes,11100,679,260300,133000,Home Appliances,66000,17,Not_Eligible,2802
32,Female,Married,Graduate,56300,Government,0,Large Indian,Own,0,2,0,23000,8100,15000,11100,No,0,720,318200,113400,E-commerce Shopping,173000,24,Not_Eligible,500
32,Male,Single,Post Graduate,55900,Private,0,Mid-size,Own,0,2,0,0,4100,14500,3500,No,0,614,57100,20300,Vehicle,364000,60,Eligible,8652
38,Male,Single,High School,35900,Private,15,Mid-size,Own,0,1,0,0,3200,9600,1900,No,0,752,72100,42500,Home Appliances,115000,25,Eligible,12720
27,Female,Married,Post Graduate,84200,Private,1,Startup,Own,0,2,0,22200,5500,12800,14700,No,0,749,309900,123700,Home Appliances,111000,12,Eligible,14500
48,Male,Married,Post Graduate,66200,Private,1,Mid-size,Own,0,2,13500,7900,6100,10300,3800,No,0,763,123100,68400,E-commerce Shopping,122000,19,Eligible,11808
27,Female,Single,Graduate,32200,Private,5,Startup,Rented,7500,3,14900,15900,3100,9400,2900,Yes,8300,589,251100,112100,Education,390000,38,Not_Eligible,500
31,Female,Married,Graduate,43191,Private,7,Startup,Rented,13300,2,0,0,5600,9300,4900,No,0,721,166800,50700,Education,467000,39,Not_Eligible,4400
38,Female,Married,Graduate,73300,Private,6,MNC,Rented,11600,4,0,0,9900,13500,8500,No,0,742,184200,87900,Vehicle,714000,70,Eligible,14900
32,Female,Married,Post Graduate,58200,Private,2,Mid-size,Own,0,2,0,0,8400,10000,6900,No,0,749,146700,55700,Vehicle,388000,72,Eligible,16450
32,Male,Married,Professional,76500,Private,3,Startup,Own,0,3,3800,0,11200,21500,6300,No,0,692,257700,147500,Home Appliances,175000,21,Eligible,16850
38,Male,Married,Post Graduate,53400,Private,6,Large Indian,Own,0,4,13800,0,7000,8300,4000,Yes,13200,693,37600,19100,E-commerce Shopping,19000,23,Eligible,1988
58,Male,Single,Graduate,40700,Private,6,Startup,Rented,9200,1,0,0,5000,6700,5000,No,0,714,211200,58100,Education,195000,48,Eligible,7400
48,Female,Married,Post Graduate,80600,Private,9,Mid-size,Rented,16900,4,0,0,6800,18900,5200,No,0,798,201700,69100,Personal Loan,660000,48,Eligible,19680
32,Female,Married,Professional,55400,Government,3,Large Indian,Own,0,3,11300,13500,5300,15000,11100,Yes,12900,681,358600,144800,Vehicle,742000,45,Not_Eligible,500
58,Male,Married,Graduate,56045,Self-employed,3,Mid-size,Rented,18200,3,4300,0,3000,16000,5900,No,0,648,142100,52100,Personal Loan,133000,34,Not_Eligible,3600
38,Male,Married,Professional,65100,Private,6,Mid-size,Own,0,3,10400,0,9700,14100,7300,Yes,18900,647,374000,98200,Home Appliances,155000,14,Not_Eligible,1316
32,Female,Single,Graduate,47500,Private,2,MNC,Own,0,3,8800,0,4500,8800,4300,No,0,736,356000,151600,Personal Loan,141000,37,Eligible,11605
38,Female,Married,Graduate,46300,Private,1,Mid-size,Own,0,3,0,5700,6100,13000,3700,No,0,693,311500,154900,Home Appliances,228000,34,Eligible,9790
27,Male,Married,High School,41300,Self-employed,0,Mid-size,Rented,11000,4,0,24200,5200,8800,6400,Yes,7900,691,115200,57700,Education,459000,45,Not_Eligible,500
