age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,emi_eligibility,max_monthly_emi
38,Male,Married,Graduate,76600,Private,16,Large Indian,Own,0,4,11700,0,4900,13200,12000.0,No,0,718,609000,313900,Education,122000,21,Eligible,19140
27,Male,Single,Graduate,59100,Private,0,MNC,Own,0,2,4400,0,3300,13300,9100.0,No,0,718,323000,192200,E-commerce Shopping,70000,9,Eligible,11600
58,Female,Married,Graduate,87200,Private,11,MNC,Rented,15600,5,14000,0,8100,18900,6300.0,No,0,678,272400,155200,E-commerce Shopping,33000,13,Eligible,12150
38,Male,Married,Graduate,18000,Self-employed,11,MNC,Rented,15476,5,0,0,2000,4700,1600.0,No,0,578,57900,28400,Home Appliances,20000,8,Eligible,3492
48,Male,Single,Post Graduate,88200,Private,18,MNC,Own,0,2,0,0,12400,22400,6400.0,No,0,725,111400,36600,E-commerce Shopping,34000,18,Eligible,18800
32,Male,Single,Post Graduate,70500,Private,9,Mid-size,Own,0,2,0,9900,5500,11400,4900.0,No,0,701,234000,117400,E-commerce Shopping,87000,24,Eligible,19400
32,Female,Married,Post Graduate,57300,Private,4,Large Indian,Rented,18100,4,4500,0,3800,9800,4300.0,Yes,6600,745,153300,42800,Home Appliances,40000,13,Eligible,3570
38,Female,Single,Professional,44700,Private,0,Small,Own,0,3,0,0,3800,7800,4900.0,No,0,601,354700,211600,E-commerce Shopping,66000,19,Eligible,9926
32,Female,Married,Graduate,26300,Government,0,Startup,Own,0,3,0,0,1900,7300,1700.0,No,0,716,99600,52000,Education,63000,13,Eligible,7700
27,Male,Married,Graduate,29100,Self-employed,0,Large Indian,Own,0,3,0,0,3300,5000,5700.0,No,0,678,174200,102300,E-commerce Shopping,27000,10,Eligible,6795
38,Male,Single,Post Graduate,86300,Private,2,MNC,Rented,22100,1,0,0,6900,18900,9600.0,No,0,722,533800,109100,E-commerce Shopping,88000,15,Eligible,15840
27,Male,Single,Graduate,65200,Self-employed,4,Large Indian,Own,0,3,0,0,7200,13700,6900.0,No,0,716,356700,145400,Vehicle,663000,78,Eligible,16830
38,Male,Married,Professional,95100,Private,16,Large Indian,Own,0,3,8600,0,12100,14700,8300.0,No,0,708,261700,111500,Vehicle,353000,72,Eligible,25700
38,Male,Married,Post Graduate,76200,Private,6,Large Indian,Own,0,2,0,0,5000,22000,5800.0,Yes,10100,745,269500,73200,Education,136000,17,Eligible,11655
48,Male,Married,Graduate,59600,Private,3,MNC,Own,0,4,0,0,8900,11100,4800.0,No,0,724,70900,39700,Vehicle,130000,73,Eligible,13920
32,Male,Married,Graduate,44200,Private,3,MNC,Own,0,4,0,13600,5700,7500,4900.0,No,0,632,334100,98200,E-commerce Shopping,79000,17,Eligible,5500
32,Female,Married,Post Graduate,111900,Government,1,Large Indian,Own,0,2,0,0,13900,27700,6200.0,No,0,689,322300,150000,E-commerce Shopping,152000,21,Eligible,32050
32,Female,Married,Graduate,63100,Government,8,Large Indian,Own,0,4,0,0,4600,10600,9700.0,Yes,6800,669,172400,87100,Home Appliances,142000,14,Eligible,12089
38,Female,Married,Graduate,72600,Private,1,Mid-size,Rented,16000,3,5600,0,5700,17800,11300.0,No,0,662,320600,84700,E-commerce Shopping,51000,18,Eligible,8100
27,Female,Married,Graduate,55600,Private,1,Large Indian,Rented,17400,4,0,0,5300,10100,10800.0,No,0,656,72400,23800,E-commerce Shopping,82000,22,Eligible,4800
32,Male,Married,Professional,46000,Private,10,Startup,Own,0,3,0,0,4500,7300,3600.0,Yes,8500,588,134400,41100,Vehicle,212000,74,Eligible,6188
38,Female,Married,Professional,100300,Private,5,Large Indian,Own,0,2,8100,0,7900,25000,16500.0,No,0,677,449500,141400,Personal Loan,419000,60,Eligible,21400
58,Male,Married,Post Graduate,154600,Government,5,Startup,Rented,23600,4,0,15800,11100,31300,26300.0,Yes,26900,686,1005300,406800,Personal Loan,133000,53,Eligible,8300
26,Male,Single,Professional,85574,Private,3,MNC,Own,0,2,2100,0,9200,19000,7400.0,No,0,731,591100,331700,Personal Loan,356000,43,Eligible,25300
32,Male,Single,Graduate,90900,Private,10,Mid-size,Own,0,2,10900,0,13500,26000,7900.0,No,0,700,654900,340900,Personal Loan,235000,32,Eligible,17930
32,Male,Married,Graduate,85500,Private,7,MNC,Own,0,4,0,0,12100,24300,12500.0,No,0,737,439400,188000,Personal Loan,72000,46,Eligible,18300
32,Female,Married,Graduate,82000,Private,0,Mid-size,Own,0,4,2700,0,9400,17900,15700.0,No,0,619,288600,122700,Education,89000,45,Eligible,11616
27,Female,Single,Post Graduate,75200,Government,1,Mid-size,Own,0,3,12500,0,10000,18200,4500.0,No,0,742,127500,38800,Home Appliances,172000,19,Eligible,12000
48,Male,Married,Post Graduate,98800,Private,1,Large Indian,Own,0,3,2400,6600,6200,14800,18500.0,No,0,682,338900,169600,Home Appliances,163000,29,Eligible,25150
58,Male,Married,Graduate,36400,Self-employed,8,Large Indian,Own,0,5,0,0,1900,6800,2600.0,No,0,731,216600,85300,Personal Loan,338000,42,Eligible,11295
32,Female,Married,Graduate,36100,Government,0,Mid-size,Own,0,2,0,0,2400,5500,3900.0,No,0,704,251600,120500,Home Appliances,150000,28,Eligible,13365
58,Female,Single,Graduate,34700,Self-employed,8,Mid-size,Own,0,1,0,0,3100,6500,2000.0,Yes,8600,579,271900,73800,Vehicle,167000,54,Eligible,4019
38,Female,Single,Professional,127400,Private,0,Large Indian,Own,0,2,13700,0,12800,27000,10600.0,No,0,724,863400,391600,Home Appliances,103000,11,Eligible,27852
27,Female,Single,Graduate,43200,Government,1,Mid-size,Own,0,3,9000,0,5700,7400,7600.0,No,0,681,224800,86100,Home Appliances,72000,30,Eligible,6750
27,Female,Single,Graduate,88400,Private,0,Large Indian,Own,0,1,0,0,11100,18700,7700.0,No,0,746,569100,286300,Vehicle,208000,66,Eligible,22396
38,Male,Married,Post Graduate,110800,Private,2,Small,Own,0,3,0,22300,6000,25900,15700.0,Yes,29600,697,373300,130000,Home Appliances,77000,30,Eligible,3955
32,Female,Single,Professional,42700,Private,9,Mid-size,Rented,7800,1,0,0,6400,12400,5300.0,No,0,629,176100,104700,Education,60000,23,Eligible,4320
27,Male,Single,High School,76600,Self-employed,0,Startup,Own,0,1,0,0,10300,16300,7200.0,No,0,719,548400,133400,Education,246000,42,Eligible,21186
38,Male,Married,Graduate,119300,Private,6,Large Indian,Rented,12610,2,0,0,17400,19600,15600.0,Yes,32400,683,669900,233700,Personal Loan,131000,20,Eligible,12005
38,Male,Married,Professional,58500,Private,1,Large Indian,Rented,9200,3,6900,0,3200,14800,4900.0,No,0,745,106400,62600,Home Appliances,30000,15,Eligible,7800
38,Male,Married,Graduate,50300,Government,1,Startup,Own,0,4,0,0,5800,9900,7600.0,No,0,710,157900,79000,Personal Loan,436000,48,Eligible,13500
58,Male,Married,Post Graduate,91600,Private,9,Startup,Rented,19500,3,10400,0,7300,22100,4800.0,No,0,743,270000,97500,Vehicle,412000,46,Eligible,13750
58,Male,Married,Graduate,58300,Private,13,Mid-size,Own,0,5,0,7000,5300,11200,3900.0,No,0,724,315100,178600,Education,131000,23,Eligible,15450
38,Male,Married,Post Graduate,95200,Private,9,MNC,Own,0,5,13200,0,6500,20400,13300.0,No,0,690,181200,50700,Vehicle,188000,38,Eligible,16720
58,Male,Married,Graduate,87200,Private,21,Mid-size,Own,0,3,6600,0,7300,22100,6500.0,No,0,678,141700,52000,Home Appliances,75000,29,Eligible,17880
32,Female,Married,Post Graduate,334075,Private,1,Mid-size,Own,23612,5,0,0,6800,20600,8200.0,No,0,685,588400,150000,Education,200000,27,Eligible,33000
48,Male,Married,Graduate,38900,Self-employed,4,MNC,Own,0,3,0,0,4700,8600,6000.0,No,0,609,35200,13800,Education,80000,43,Eligible,5644
38,Female,Married,Post Graduate,48200,Private,4,MNC,Own,0,5,0,0,6600,11900,2800.0,No,0,723,255200,97800,Education,300000,46,Eligible,13450
38,Male,Married,Graduate,113000,Private,1,Mid-size,Own,0,3,0,0,5700,30200,13000.0,Yes,23500,743,662300,265500,Education,313000,30,Eligible,14210
27,Female,Married,Post Graduate,55800,Private,0,Large Indian,Own,0,3,8200,0,5500,10000,8500.0,No,0,640,440100,178700,Home Appliances,103000,32,Eligible,8307
58,Female,Married,Graduate,52400,Private,14,Mid-size,Own,0,3,0,0,5700,11500,4000.0,No,0,734,407800,243400,Education,200000,42,Eligible,17160
32,Male,Married,Post Graduate,118400,Private,2,Mid-size,Own,0,3,0,21000,7500,32800,16700.0,No,0,735,749100,301800,Education,62000,36,Eligible,22220
48,Male,Married,Professional,147700,Private,14,Mid-size,Own,0,5,0,0,17700,34100,8500.0,No,0,730,517500,186800,Vehicle,846000,72,Eligible,43700
27,Female,Single,Graduate,36100,Private,2,Large Indian,Own,0,1,0,0,2700,6300,1800.0,Yes,4900,685,55600,32700,Personal Loan,134000,45,Eligible,5712
38,Female,Married,High School,49000,Government,3,MNC,Own,0,5,0,0,6300,8400,2800.0,No,0,723,88200,52200,Home Appliances,111000,21,Eligible,13860
48,Male,Married,Post Graduate,102900,Private,26,MNC,Own,0,3,0,0,12000,25400,9400.0,No,0,693,772400,372700,Home Appliances,91000,22,Eligible,30855
38,Male,Married,Professional,91500,Private,0,Startup,Own,0,4,14400,0,6500,26400,8400.0,No,0,682,570000,305300,Personal Loan,207000,41,Eligible,15752
38,Female,Married,Graduate,43500,Private,4,Startup,Rented,13900,4,0,0,4900,10800,2600.0,No,0,738,161500,64000,Vehicle,144000,73,Eligible,5650
38,Male,Married,Graduate,30200,Private,1,Mid-size,Own,0,2,5800,0,2200,8100,5300.0,No,0,718,76900,31800,Home Appliances,66000,20,Eligible,4400
38,Male,Married,Post Graduate,74400,Private,4,Large Indian,Own,0,5,0,0,11000,19100,9400.0,No,0,635,93800,27500,Education,90000,31,Eligible,11168
48,Male,Married,Graduate,55900,Private,2,Mid-size,Rented,12700,3,3100,0,3800,14800,4200.0,No,0,606,224500,82600,E-commerce Shopping,98000,20,Eligible,6920
32,Male,Married,Graduate,48800,Government,3,Mid-size,Own,0,3,5000,0,5000,10900,5200.0,No,0,658,346200,145500,Vehicle,98000,79,Eligible,13733
58,Female,Married,Graduate,68500,Government,10,Small,Own,0,4,0,0,6700,17100,11200.0,No,0,740,298700,155200,Education,232000,23,Eligible,18425
48,Male,Married,Graduate,64100,Private,6,MNC,Own,0,5,0,13200,7100,16900,10200.0,No,0,744,393800,113700,Home Appliances,211000,30,Eligible,9185
32,Male,Married,Graduate,48200,Self-employed,3,MNC,Own,0,5,4300,0,4900,10800,2900.0,No,0,560,337600,102300,Vehicle,121000,55,Eligible,10018
48,Male,Single,Graduate,28700,Private,2,Large Indian,Own,0,1,0,0,3200,5900,1500.0,No,0,715,41400,22700,E-commerce Shopping,56000,15,Eligible,7240
38,Female,Married,Graduate,32300,Private,2,Startup,Rented,6400,4,6500,0,3300,5200,4600.0,No,0,730,179000,103700,Home Appliances,79000,35,Eligible,3150
38,Male,Married,Graduate,57400,Private,3,Mid-size,Own,0,4,12500,0,6700,10700,8700.0,No,0,641,140300,39300,Vehicle,178000,43,Eligible,7520
38,Male,Married,Post Graduate,110200,Private,7,Startup,Own,0,4,0,0,16200,25700,11600.0,No,0,643,663600,238500,Personal Loan,74000,29,Eligible,24948
32,Male,Single,Post Graduate,65200,Private,3,Small,Rented,20600,2,0,0,6100,15100,6300.0,No,0,632,424100,188000,Education,139000,45,Eligible,7524
32,Male,Married,Post Graduate,66900,Private,7,Large Indian,Own,0,3,9000,0,4200,11000,7600.0,No,0,725,503900,125800,Personal Loan,357000,57,Eligible,19305
58,Female,Married,Post Graduate,78400,Private,24,Large Indian,Own,0,2,0,0,4000,17400,7300.0,No,0,676,428300,119800,Personal Loan,288000,44,Eligible,24850
38,Male,Married,Post Graduate,103300,Private,9,Large Indian,Own,0,2,0,0,15300,24300,15100.0,Yes,22000,640,483400,241100,Education,180000,30,Eligible,7448
27,Male,Single,High School,29400,Private,2,Large Indian,Own,0,1,0,0,2000,5100,2400.0,No,0,631,174000,38200,Home Appliances,153000,35,Eligible,7960
32,Female,Married,High School,72100,Private,7,MNC,Own,0,2,0,0,5500,18600,13600.0,No,0,650,454600,211500,Personal Loan,493000,36,Eligible,18920
27,Male,Single,Post Graduate,113800,Private,5,Mid-size,Own,0,3,3900,0,16100,22200,9300.0,No,0,739,230900,137200,E-commerce Shopping,86000,24,Eligible,31150
58,Male,Married,Professional,99900,Private,3,Large Indian,Own,5327,4,10800,0,8800,22600,7700.0,No,0,675,611500,280100,Vehicle,258000,53,Eligible,27500
27,Male,Married,Post Graduate,99500,Private,0,Startup,Rented,24600,3,0,0,9300,25500,13900.0,No,0,702,671900,389500,E-commerce Shopping,10000,23,Eligible,11528
38,Female,Single,Professional,109800,Private,2,Startup,Own,14891,2,14100,0,10100,19200,10100.0,No,0,641,876300,470700,Vehicle,1154000,80,Eligible,24772
38,Female,Married,Graduate,97300,Private,0,MNC,Rented,22900,4,12300,0,5500,19200,10200.0,No,0,749,413300,141900,Personal Loan,96000,39,Eligible,10880
48,Female,Married,Professional,46400,Private,10,MNC,Own,0,3,14500,0,4500,7000,3400.0,Yes,5500,655,115900,46700,E-commerce Shopping,22000,9,Eligible,4025
48,Female,Married,Post Graduate,65000,Private,26,Mid-size,Rented,21900,3,0,0,6500,13500,4300.0,No,0,714,241800,78000,E-commerce Shopping,65000,10,Eligible,9400
38,Female,Single,Graduate,71100,Private,5,MNC,Own,0,1,0,0,9000,11100,5500.0,No,0,746,91100,32700,Personal Loan,263000,44,Eligible,18200
32,Female,Married,High School,43500,Private,4,Large Indian,Own,0,4,0,0,4700,11700,4300.0,No,0,710,93400,26900,Home Appliances,41000,30,Eligible,11400
48,Male,Married,Post Graduate,112000,Private,26,Large Indian,Own,0,4,7000,0,8400,20100,21800.0,Yes,18900,605,745800,383000,E-commerce Shopping,40000,6,Eligible,11026
27,Male,Single,Graduate,73000,Private,0,Large Indian,Own,0,1,0,0,9500,14700,5300.0,No,0,606,275000,59700,Education,85000,14,Eligible,13920
32,Male,Married,Graduate,96000,Private,3,Mid-size,Own,0,3,0,0,6800,27600,8300.0,No,0,622,216000,75500,E-commerce Shopping,143000,22,Eligible,21320
32,Male,Married,Professional,58700,Government,7,Small,Rented,19500,2,0,0,5800,14700,4500.0,No,0,722,205500,115000,Vehicle,374000,83,Eligible,7810
32,Female,Married,Graduate,132300,Private,2,Mid-size,Rented,24000,3,0,0,10100,37900,20100.0,No,0,681,872100,474500,Home Appliances,69000,17,Eligible,22110
32,Male,Married,Graduate,89900,Self-employed,1,MNC,Own,0,4,3700,11000,10100,20700,4900.0,No,0,687,369300,197200,E-commerce Shopping,107000,17,Eligible,17775
38,Male,Married,Professional,125600,Private,9,Large Indian,Rented,25900,2,0,0,15900,19000,14600.0,No,0,679,304700,142300,Home Appliances,86000,25,Eligible,25100
38,Male,Married,Post Graduate,108400,Private,4,Mid-size,Own,0,4,4000,17500,8000,20600,17100.0,No,0,742,219800,128900,Education,203000,25,Eligible,20600
32,Male,Married,Professional,71700,Private,3,MNC,Own,0,4,0,0,6700,11600,11700.0,No,0,678,411000,184200,Home Appliances,165000,34,Eligible,20850
38,Male,Single,Graduate,101000,Private,1,Large Indian,Own,0,3,8100,6900,7600,21400,16100.0,No,0,728,450100,261600,Education,82000,7,Eligible,20450
38,Female,Married,Post Graduate,66500,Private,0,MNC,Own,0,2,0,0,5600,10900,5200.0,Yes,18200,596,81200,23900,Home Appliances,52000,33,Eligible,4766
38,Male,Married,Graduate,85700,Private,10,MNC,Own,0,2,0,0,5000,15900,14700.0,No,0,745,106600,62000,E-commerce Shopping,168000,19,Eligible,20040
48,Male,Single,Graduate,80100,Private,9,Mid-size,Rented,17300,1,0,0,10600,20500,11700.0,No,0,675,477400,236500,Home Appliances,160000,23,Eligible,10000
27,Male,Married,High School,59500,Self-employed,0,Large Indian,Own,0,3,2700,0,5400,13000,9800.0,No,0,679,450800,98400,E-commerce Shopping,70000,10,Eligible,14157
27,Female,Single,Post Graduate,45000,Private,1,Mid-size,Own,0,1,0,0,4700,8200,6300.0,No,0,740,157900,94300,Education,279000,46,Eligible,12900
38,Female,Married,Graduate,49900,Private,9,MNC,Own,0,2,0,0,3700,14100,4100.0,No,0,699,176700,54200,Home Appliances,269000,26,Eligible,14000
32,Male,Married,Post Graduate,52600,Private,1,MNC,Own,0,3,12500,0,4400,10000,8200.0,No,0,728,110800,60000,Home Appliances,48000,31,Eligible,8750
27,Male,Married,Post Graduate,88600,Private,1,MNC,Own,0,4,14000,0,11600,15300,9900.0,No,0,739,516700,201100,Education,483000,43,Eligible,18900
27,Male,Single,Graduate,87900,Private,2,Large Indian,Own,0,1,0,0,7800,21900,14800.0,No,0,681,685000,368100,E-commerce Shopping,68000,24,Eligible,23870
27,Male,Single,Post Graduate,76600,Private,5,Large Indian,Own,0,1,0,0,5000,22500,5500.0,No,0,688,428600,137300,Vehicle,158000,24,Eligible,21800
58,Male,Married,Professional,55100,Self-employed,26,Mid-size,Own,0,3,8700,0,5600,10400,10100.0,Yes,14300,743,119300,62300,E-commerce Shopping,18000,19,Eligible,1890
32,Male,Married,Graduate,31200,Private,3,MNC,Own,0,3,0,0,2800,5000,1900.0,Yes,3200,656,225400,108200,Home Appliances,178000,34,Eligible,7045
48,Male,Married,Graduate,98000,Private,8,Large Indian,Own,0,5,0,15800,6000,14800,10400.0,No,0,689,164700,42200,Personal Loan,201000,43,Eligible,20400
48,Male,Single,Post Graduate,111000,Private,1,Mid-size,Own,0,2,8400,21400,5900,29200,10200.0,No,0,634,125600,61500,Education,91000,46,Eligible,11488
38,Male,Married,Graduate,58100,Government,2,Large Indian,Own,0,3,0,5100,5400,11800,11000.0,Yes,6500,625,182900,50500,E-commerce Shopping,65000,21,Eligible,5124
32,Male,Married,Graduate,98300,Private,2,Large Indian,Own,0,3,0,0,7800,16900,15200.0,Yes,11100,609,723700,256700,E-commerce Shopping,152000,16,Eligible,14568
38,Female,Married,Post Graduate,61800,Self-employed,0,Large Indian,Own,0,2,0,0,7700,9600,6600.0,No,0,540,268100,67300,Vehicle,192000,66,Eligible,8527
32,Male,Married,Graduate,61400,Private,4,MNC,Own,0,3,0,10500,6500,15600,8000.0,Yes,8300,666,172000,90000,Vehicle,111000,62,Eligible,4375
38,Male,Single,Post Graduate,126600,Private,7,Mid-size,Own,0,1,0,0,17300,35000,13900.0,Yes,23200,627,772900,327800,Education,152000,33,Eligible,11457
38,Female,Married,Graduate,85900,Private,2,Large Indian,Own,0,3,0,0,8300,14700,6300.0,No,0,668,307600,109700,Vehicle,253000,22,Eligible,28300
58,Female,Married,Graduate,44500,Government,14,Large Indian,Own,0,3,0,0,5700,10100,4400.0,Yes,4800,628,32300,19100,E-commerce Shopping,32000,13,Eligible,4804
58,Female,Married,High School,28100,Private,8,Mid-size,Own,0,2,0,0,3600,4600,2800.0,No,0,711,85900,25700,Personal Loan,100000,52,Eligible,8550
32,Male,Married,Graduate,142800,Private,0,Large Indian,Own,0,5,9300,11700,14500,27100,19300.0,No,0,691,136700,60800,E-commerce Shopping,195000,14,Eligible,19488
58,Male,Married,Graduate,67500,Private,1,Mid-size,Rented,17200,4,0,0,9600,12100,3600.0,No,0,713,197300,80300,Education,228000,25,Eligible,12500
27,Male,Single,Graduate,69100,Private,1,Large Indian,Own,0,2,3300,0,5300,13200,8400.0,No,0,618,155800,62900,E-commerce Shopping,80000,11,Eligible,15560
38,Female,Married,Graduate,61600,Private,2,Large Indian,Own,0,4,0,0,4000,12700,11700.0,No,0,700,149400,84700,Vehicle,160000,31,Eligible,16600
38,Male,Married,Graduate,87800,Self-employed,1,Startup,Rented,15100,4,10100,0,5500,15300,5800.0,No,0,659,135600,73500,Education,161000,21,Eligible,12960
48,Female,Married,Professional,41400,Private,1,Large Indian,Own,21425,3,0,0,5400,11800,3500.0,No,0,655,69200,35400,Vehicle,139000,51,Eligible,8280
38,Female,Married,Professional,58100,Government,1,Large Indian,Own,0,4,0,0,3700,16800,9200.0,Yes,9600,710,442500,167300,Vehicle,272000,66,Eligible,7238
38,Male,Married,Post Graduate,53100,Private,10,Mid-size,Own,0,4,0,0,6200,9800,7800.0,Yes,10800,654,369400,160300,Home Appliances,20000,12,Eligible,7122
58,Male,Married,High School,46600,Private,3,MNC,Own,0,3,0,13600,2400,12500,7800.0,No,0,740,165900,83800,Home Appliances,22000,31,Eligible,5150
38,Female,Married,Post Graduate,48200,Private,11,Large Indian,Own,0,2,0,0,2600,9800,8900.0,No,0,737,319900,191200,Personal Loan,416000,57,Eligible,14795
38,Female,Married,Graduate,94300,Private,1,Startup,Own,0,2,7700,0,10900,27700,13600.0,No,0,741,343700,186500,E-commerce Shopping,39000,14,Eligible,17200
27,Male,Single,Post Graduate,52800,Private,2,Large Indian,Own,0,1,0,0,7100,11500,4300.0,No,0,733,307200,168900,Home Appliances,96000,31,Eligible,14950
48,Male,Married,Graduate,55900,Private,5,Mid-size,Own,0,2,9300,0,7700,9700,3600.0,No,0,727,200100,51900,Vehicle,197000,50,Eligible,12800
48,Male,Married,Professional,63300,Self-employed,16,Large Indian,Own,0,3,0,19200,3400,18300,9900.0,No,0,717,267000,106100,Home Appliances,32000,11,Eligible,5625
48,Male,Married,Professional,51700,Private,17,MNC,Own,0,4,0,0,6800,9900,4400.0,No,0,653,274000,113600,Vehicle,245000,75,Eligible,15300
32,Male,Single,Post Graduate,85300,Government,0,MNC,Own,0,1,0,0,10000,25400,6600.0,No,0,604,81300,39500,Vehicle,177000,67,Eligible,13856
27,Male,Married,Post Graduate,76300,Private,5,Mid-size,Own,0,4,0,0,10000,12300,6400.0,No,0,690,438200,120300,E-commerce Shopping,89000,5,Eligible,23800
48,Male,Married,Graduate,60800,Government,10,MNC,Own,0,4,0,0,3600,12600,9300.0,Yes,7900,650,205200,52400,Education,52000,34,Eligible,10549
27,Male,Single,High School,61400,Private,0,Mid-size,Rented,14700,1,0,0,4600,10200,10600.0,No,0,636,280100,78100,Home Appliances,33000,11,Eligible,6816
48,Male,Married,Professional,83300,Private,10,Large Indian,Own,0,5,0,0,12200,20500,11800.0,No,0,705,331700,92400,E-commerce Shopping,87000,24,Eligible,19400
27,Male,Single,Graduate,80800,Private,4,Large Indian,Rented,15800,3,8100,0,11800,19900,5800.0,No,0,635,177800,80900,Home Appliances,153000,31,Eligible,7760
27,Male,Single,Graduate,41100,Private,0,Large Indian,Rented,9900,1,0,0,2400,7400,3200.0,No,0,677,158600,80100,Home Appliances,153000,34,Eligible,7280
27,Male,Single,Professional,118100,Private,1,MNC,Own,0,2,6400,0,11900,17900,18500.0,No,0,702,930100,530500,Personal Loan,138000,28,Eligible,34870
32,Male,Married,Graduate,74800,Private,7,Startup,Own,0,3,0,18100,8200,22200,7800.0,No,0,713,126900,60000,Education,127000,27,Eligible,7400
48,Male,Married,Graduate,42900,Private,21,Startup,Own,0,3,0,0,4400,11400,4600.0,No,0,678,103200,54800,Home Appliances,23000,18,Eligible,11250
48,Male,Married,High School,54400,Private,26,MNC,Rented,15200,5,0,9800,2800,11000,4500.0,No,0,729,55000,22100,Education,70000,35,Eligible,4440
38,Male,Married,Professional,42100,Government,6,Startup,Own,0,5,0,0,3900,10500,4100.0,Yes,9000,723,61200,28700,E-commerce Shopping,51000,18,Eligible,4496
27,Male,Single,Graduate,54700,Self-employed,4,MNC,Own,0,1,0,0,8200,10900,6700.0,Yes,9300,662,125100,68900,E-commerce Shopping,73000,18,Eligible,6174
32,Male,Married,Professional,107000,Private,1,Mid-size,Own,0,4,0,0,6300,25300,21100.0,No,0,694,94700,38700,E-commerce Shopping,183000,22,Eligible,21720
48,Male,Married,Graduate,44200,Private,1,Mid-size,Own,0,4,0,0,5100,11200,8100.0,No,0,641,232400,90400,Home Appliances,35000,28,Eligible,7920
27,Male,Single,Graduate,22900,Private,1,Large Indian,Own,0,2,0,0,2100,5600,3400.0,No,0,723,65900,15400,Education,104000,34,Eligible,5900
48,Female,Married,Post Graduate,67800,Private,26,Large Indian,Own,0,3,5900,0,7300,13900,7100.0,No,0,675,171800,45200,E-commerce Shopping,29000,17,Eligible,16800
27,Male,Single,Graduate,105300,Private,2,Mid-size,Rented,24200,1,0,0,5400,16400,8800.0,No,0,703,135500,58300,Education,93000,27,Eligible,20200
38,Male,Single,High School,72500,Private,6,MNC,Own,0,1,0,0,3700,11700,6500.0,No,0,726,186600,86600,Home Appliances,192000,34,Eligible,25300
32,Male,Married,Graduate,34000,Private,0,Large Indian,Own,0,2,4200,0,4100,8700,5000.0,No,0,736,61700,19500,Home Appliances,84000,26,Eligible,3840
27,Female,Single,Professional,164700,Private,1,Large Indian,Own,0,1,0,0,9900,24800,14600.0,Yes,44900,623,256900,139300,Personal Loan,325000,60,Eligible,15792
32,Female,Married,Professional,58000,Self-employed,0,Mid-size,Own,0,3,7000,0,7900,12100,5400.0,No,0,704,208700,83100,Education,131000,44,Eligible,11520
58,Male,Married,Graduate,44300,Private,20,Mid-size,Own,0,3,0,0,3400,9000,6500.0,No,0,683,28900,8200,Home Appliances,183000,20,Eligible,10160
48,Female,Single,Post Graduate,64000,Private,8,Large Indian,Own,0,1,0,0,7900,9800,12500.0,No,0,653,45700,24200,Home Appliances,292000,25,Eligible,13520
58,Male,Married,Professional,69500,Private,0,Mid-size,Own,0,4,0,0,6300,17200,10800.0,No,0,738,338800,192500,Personal Loan,59000,24,Eligible,14080
48,Male,Married,Post Graduate,43700,Private,5,MNC,Rented,10700,2,11700,0,2600,10800,2400.0,No,0,727,309100,107100,Home Appliances,43000,27,Eligible,3025
48,Male,Married,Professional,83000,Private,0,MNC,Own,0,4,0,0,8300,17700,14800.0,No,0,665,615200,298600,Education,213000,26,Eligible,18568
32,Male,Married,Professional,90300,Private,1,MNC,Own,0,4,0,0,8800,27000,8200.0,Yes,26800,651,662900,303400,Home Appliances,50000,35,Eligible,7507
48,Female,Married,Graduate,35300,Government,4,Large Indian,Own,0,5,0,0,2000,6900,2100.0,Yes,5700,735,255100,134600,Vehicle,138000,38,Eligible,7877
48,Female,Married,Graduate,47600,Government,15,Large Indian,Own,0,2,2200,0,5600,11000,7900.0,No,0,734,259300,134400,E-commerce Shopping,55000,11,Eligible,11495
32,Male,Married,Post Graduate,109900,Private,1,Startup,Own,0,3,0,0,9100,27500,14700.0,Yes,12000,627,468800,113000,Education,147000,29,Eligible,13048
48,Male,Married,Professional,160900,Private,3,Mid-size,Rented,29400,3,9200,0,20100,26000,28200.0,No,0,693,798700,228400,Education,175000,44,Eligible,24000
38,Female,Single,Graduate,36400,Self-employed,6,Mid-size,Own,0,1,0,0,3000,9000,6300.0,No,0,744,76300,34500,Home Appliances,71000,34,Eligible,8145
27,Male,Single,Professional,89900,Private,0,Startup,Rented,17000,2,0,0,10600,15900,16500.0,No,0,725,50100,14900,Vehicle,512000,77,Eligible,9568
38,Female,Married,Graduate,73100,Private,9,Large Indian,Own,0,3,0,0,6200,12700,7800.0,No,0,690,360900,209300,Education,355000,22,Eligible,23200
32,Male,Single,Post Graduate,88600,Private,0,Large Indian,Own,0,1,0,0,9600,14000,16800.0,No,0,669,466700,213400,Home Appliances,236000,24,Eligible,19280
38,Male,Married,Post Graduate,90400,Private,4,Large Indian,Rented,18000,4,0,0,6300,21000,5600.0,No,0,699,440600,208100,Education,485000,34,Eligible,19750
32,Male,Married,Graduate,32400,Private,1,MNC,Own,0,3,0,0,2100,9100,5000.0,No,0,706,234000,60900,E-commerce Shopping,89000,14,Eligible,8910
